5=0.39196197061365595,6=0.15773552290406204,7=0.09709017574186098,12=0.06741573033707857,1=0.03831748775568995,9=0.03716508210890229,0=0.037021031403053836,11=0.032843560933448535,10=0.03010659752232782,2=0.029674445404782448,8=0.027081532699510188,4=0.02679343128781327,3=0.026793431287813266,
5=0.09550561797752799,4=0.0947030497592295,8=0.07825040128410907,10=0.07664526484751198,3=0.07504012841091487,2=0.0746388443017656,1=0.07263242375601921,7=0.07263242375601921,11=0.07263242375601921,6=0.07223113964686993,12=0.07223113964686993,0=0.07142857142857138,9=0.07142857142857138,
5=0.15924060441689272,11=0.07710189848895772,4=0.07283998450213096,7=0.06974041069352957,12=0.06935296396745441,0=0.06896551724137924,1=0.06896551724137924,2=0.06896551724137924,3=0.06896551724137924,6=0.06896551724137924,8=0.06896551724137924,9=0.06896551724137924,10=0.06896551724137924,
2=0.5171638899651297,4=0.12661759008136375,3=0.07338240991863619,5=0.06454862456412243,6=0.04347152266563347,10=0.030143355288647814,8=0.02533901588531578,9=0.023324292909724938,0=0.021154591243704016,1=0.02053467648198375,11=0.019527314994188322,7=0.01890740023246806,12=0.015885315769081775,
6=0.18227215980024977,9=0.08957553058676647,0=0.08957553058676644,1=0.08551810237203486,7=0.07365792759051173,11=0.07240948813982509,12=0.06741573033707855,5=0.058364544319600385,10=0.057116104868913754,3=0.056491885143570425,4=0.056179775280898764,2=0.05586766541822711,8=0.05555555555555545,
3=0.23720349563046175,5=0.21816479400749036,6=0.12406367041198502,11=0.07178526841448188,12=0.04962546816479395,9=0.04494382022471906,8=0.04229088639200993,0=0.042134831460674094,1=0.03963795255930081,2=0.03401997503121094,7=0.034019975031210924,4=0.032927590511860116,10=0.029182272159800196,
4=0.2518459069020866,6=0.1974317817014444,3=0.153772070626003,8=0.05104333868378805,9=0.04911717495987154,0=0.04558587479935789,12=0.04510433386837876,11=0.041252006420545696,1=0.04060995184590685,7=0.037239165329052915,10=0.02921348314606737,5=0.02905296950240765,2=0.028731942215088225,
6=0.19194756554307124,1=0.16292134831460675,12=0.13038389513108617,0=0.06156367041198502,9=0.06086142322097379,8=0.05945692883895132,7=0.05688202247191013,11=0.05337078651685395,4=0.04634831460674154,3=0.04588014981273404,10=0.044241573033707814,5=0.04400749063670407,2=0.04213483146067411,
6=0.23483146067415728,12=0.09157303370786515,9=0.07949438202247192,0=0.07837078651685392,1=0.06994382022471907,11=0.06994382022471905,7=0.06910112359550558,10=0.05224719101123589,4=0.05196629213483139,3=0.0511235955056179,5=0.051123595505617896,8=0.05028089887640441,2=0.04999999999999991,
3=0.16214645486245635,6=0.1383184812088338,4=0.1301820999612554,7=0.11913986826811322,9=0.07903913211933364,12=0.06373498643936462,8=0.059473072452537766,0=0.05075552111584657,1=0.04649360712901976,11=0.044943820224719114,5=0.036032545524990287,10=0.035063928709802364,2=0.0346764819837272,
12=0.202247191011236,6=0.12793667007150158,9=0.10546475995914202,7=0.09729315628192031,0=0.06716036772216553,8=0.057967313585291204,1=0.05771195097037799,11=0.054902962206333034,4=0.04647599591419815,10=0.045965270684371784,2=0.04570990806945861,3=0.04570990806945861,5=0.04545454545454543,
4=0.20831460674157298,6=0.11932584269662919,12=0.10853932584269653,9=0.09955056179775276,7=0.08494382022471901,0=0.0604494382022472,1=0.05235955056179775,11=0.05056179775280901,3=0.04898876404494385,8=0.04471910112359554,5=0.04089887640449441,2=0.04067415730337081,10=0.04067415730337081,
8=0.14642986589343973,12=0.12613265675969546,3=0.07611453425154036,4=0.06705328017397603,1=0.06632837984777089,10=0.06524102935846317,11=0.06524102935846317,9=0.0648785791953606,0=0.06451612903225802,2=0.06451612903225802,5=0.06451612903225802,6=0.06451612903225802,7=0.06451612903225802,
6=0.15499855949294133,12=0.12503601267646194,7=0.11408815903197911,9=0.07922788821665214,0=0.0766349755113799,1=0.07375396139441075,11=0.06712762892538165,4=0.051858254105445034,3=0.05157015269374811,8=0.05157015269374811,10=0.05157015269374811,2=0.05128205128205119,5=0.05128205128205119,
4=0.22882981638805133,12=0.17210194573855853,8=0.09975335708413269,3=0.056453822965195986,7=0.04987667854206635,1=0.04932858317347222,2=0.04932858317347222,5=0.04932858317347222,10=0.04932858317347222,0=0.04905453548917515,11=0.04905453548917515,6=0.048780487804878085,9=0.048780487804878085,
5=0.28432316746923464,3=0.11995719636169061,6=0.11075441412520048,8=0.10850722311396452,4=0.09266987693953971,12=0.07726056714820752,7=0.04483681112894593,0=0.031032637774210774,9=0.030283574103798786,11=0.02675227394328516,1=0.026324237560192584,10=0.023863028357410356,2=0.02343499197431779,
10=0.5317757564948576,2=0.07330123060460135,5=0.06955591225254149,8=0.061530230069555936,4=0.056001426787943655,1=0.042328042328042326,6=0.04137685036561441,12=0.03644254206051957,7=0.021699066642886868,11=0.019023839248558345,9=0.015873015873015865,3=0.015635217882408896,0=0.015456869389453655,
8=0.20864304235090714,6=0.16248919619706118,1=0.15885911840968003,12=0.10371650821089011,7=0.06931719965427822,9=0.04580812445980982,0=0.043733794295591995,11=0.03941227312013823,3=0.03630077787381152,4=0.03509075194468447,10=0.03318928262748483,5=0.03215211754537591,2=0.031287813310285156,
5=0.23220973782771517,6=0.19441607082056525,12=0.1525366019748043,7=0.0652025876744978,1=0.05907388491658156,9=0.048859380320054456,0=0.046135512427647234,11=0.03830439223697648,2=0.033707865168539304,8=0.0333673816819884,10=0.03319713993871295,3=0.03166496424923389,4=0.03132448076268299,
8=0.2465452666924966,6=0.14064316156528478,3=0.13031124886994708,4=0.10603125403590347,12=0.08704636445822037,7=0.08355934392354389,0=0.03796977915536614,9=0.03680743897714064,1=0.03215807826423867,11=0.028154462094795312,10=0.023763399199276756,5=0.023634250290585034,2=0.023375952473201587,
6=0.22347066167290883,12=0.2030794839783603,7=0.13379109446525184,0=0.05701206824802331,9=0.056595921764461085,1=0.05076987099459009,11=0.0474406991260924,8=0.03911776945484814,10=0.038909696213067016,5=0.0380774032459426,3=0.037661256762380406,2=0.03703703703703708,4=0.03703703703703708,
8=0.16736891385767794,12=0.16397471910112366,5=0.16022940074906356,6=0.12230805243445694,4=0.10861423220973786,2=0.04751872659176027,11=0.04740168539325842,7=0.03663389513108615,10=0.03476123595505618,3=0.028792134831460686,0=0.028089887640449444,9=0.02762172284644195,1=0.026685393258426976,
8=0.22065791254907263,6=0.1455259239204007,3=0.1298226614322458,4=0.11073507513198853,7=0.08799241911466088,12=0.0787870583457425,9=0.04250710708000542,0=0.04210098822255312,1=0.034384729930959784,11=0.03248950859618248,10=0.02558548801949371,5=0.025314742114525522,2=0.024096385542168693,
5=0.20848938826466906,6=0.17244069912609242,1=0.14809612983770298,12=0.08645443196004993,4=0.06788389513108618,7=0.06008114856429461,0=0.04307116104868906,2=0.04244694132334577,9=0.04197877652933827,11=0.03620474406991257,3=0.033083645443195975,10=0.031210986267165987,8=0.02855805243445688,
6=0.24696629213483143,7=0.16247191011235954,12=0.10067415730337072,0=0.07146067415730334,9=0.06539325842696626,1=0.05370786516853933,11=0.052359550561797766,10=0.04247191011235958,5=0.04224719101123598,8=0.0413483146067416,4=0.040449438202247216,2=0.04022471910112362,3=0.04022471910112362,
8=0.20870786516853929,6=0.15168539325842692,3=0.1359550561797753,4=0.11039325842696629,7=0.0973314606741573,12=0.06179775280898874,9=0.04424157303370785,0=0.04367977528089888,1=0.034129213483146056,11=0.0339887640449438,10=0.026825842696629184,5=0.02626404494382018,2=0.024999999999999956,
8=0.27486982734995924,6=0.14949301178405047,3=0.1193477665113729,4=0.09920526171553848,12=0.06673061112633596,7=0.059468347492463665,0=0.0452178679090162,9=0.04357358180323379,11=0.034118936694984954,1=0.03288572211564815,10=0.025623458481775847,5=0.02507536311318171,2=0.024390243902439043,
6=0.22792937399678975,12=0.16552969502407702,1=0.1492776886035313,7=0.07624398073836275,9=0.05638041733547348,0=0.05497592295345103,11=0.04594703049759224,10=0.03912520064205453,5=0.03792134831460671,8=0.037520064205457435,3=0.036717495987158885,4=0.036316211878009604,2=0.036115569823434966,
5=0.23898698056001383,6=0.1894060995184588,7=0.11681826288567848,12=0.09719992866060267,9=0.052077759942928424,0=0.05100766898519699,1=0.04405207775994287,11=0.042268592830390514,2=0.03656144105582302,10=0.0344212591403602,8=0.033172819689673554,4=0.03210272873194214,3=0.03192438023898691,
8=0.31086142322097354,4=0.17998335414065753,6=0.10757386600083216,3=0.06242197253433207,10=0.039533915938410345,5=0.03828547648772371,12=0.03807740324594261,0=0.037453183520599294,1=0.03724511027881818,2=0.03724511027881818,11=0.03724511027881818,7=0.03703703703703708,9=0.03703703703703708,
2=0.48384395282294657,10=0.1382510991695163,4=0.08611905925047109,5=0.06595017098192477,8=0.04731663060925397,6=0.04180333589224653,11=0.028334147532975088,0=0.020936562216484052,9=0.019750157024216626,3=0.018842905994835655,1=0.01779607788401145,7=0.01640030706957919,12=0.014655593551538854,
3=0.21722846441947563,12=0.11610486891385768,0=0.10744382022471913,9=0.09199438202247191,1=0.07350187265917603,11=0.06062734082397005,4=0.05571161048689138,7=0.0552434456928839,8=0.048923220973782766,6=0.04634831460674151,5=0.042837078651685345,2=0.0421348314606741,10=0.04190074906367036,
4=0.24827139152981859,8=0.14693171996542784,1=0.08318928262748478,9=0.07951598962834908,0=0.07800345721694031,11=0.055531547104580734,3=0.05272255834053581,7=0.05250648228176311,12=0.046240276577355174,6=0.039757994814174545,2=0.03954191875540186,10=0.03910976663785649,5=0.03867761452031111,
12=0.12936532037655626,0=0.11266322502277555,9=0.09170968721530516,2=0.0889766170665046,1=0.07925903431521411,11=0.07409656847859096,5=0.06620103249316733,7=0.06589735803218952,10=0.06255693896143333,4=0.059520194351655044,6=0.05830549650774371,3=0.05648344974187672,8=0.054965077436987544,
7=0.18736714242332222,0=0.1229881566960219,9=0.0962648041299726,1=0.07652596416641357,11=0.07318554509565744,12=0.06255693896143337,6=0.05648344974187673,3=0.054357728515031886,2=0.05405405405405404,4=0.05405405405405404,5=0.05405405405405404,8=0.05405405405405404,10=0.05405405405405404,
7=0.12873194221508813,0=0.11781701444622782,9=0.11107544141251993,1=0.09630818619582653,11=0.073836276083467,12=0.06677367576243969,6=0.061958266452648354,8=0.05778491171749588,2=0.05714285714285703,3=0.05714285714285703,4=0.05714285714285703,5=0.05714285714285703,10=0.05714285714285703,
2=0.21786326414016377,5=0.17158636450199957,10=0.08912588078461235,11=0.07617596648257463,7=0.0759855265663682,0=0.07503332698533603,9=0.059417253856408225,1=0.0531327366215958,12=0.042848981146448244,6=0.03618358407922295,8=0.03446962483336502,3=0.03408874500095215,4=0.034088745000952145,
4=0.23541138093512143,8=0.1926422616890178,7=0.11326567596955424,0=0.06959043131569413,3=0.06741573033707864,9=0.059441826748822035,1=0.048930772018847386,11=0.042225444001449765,12=0.03896339253352661,6=0.03407031533164187,10=0.03298296484233416,5=0.032620514679231584,2=0.0324392895976803,
5=0.26568352059925077,7=0.09503745318352061,0=0.09199438202247191,9=0.08895131086142322,1=0.0830992509363296,11=0.05781835205992508,12=0.05196629213483145,2=0.04775280898876402,6=0.04611423220973778,8=0.04330524344569283,4=0.04307116104868909,3=0.043071161048689084,10=0.04213483146067411,
4=0.2160760587726878,8=0.15298184961106312,0=0.09075194468452889,7=0.08599827139152973,3=0.07108902333621428,9=0.07108902333621427,1=0.0598530682800345,11=0.04775280898876399,12=0.046672428694900556,6=0.04105445116681067,10=0.03954191875540186,5=0.03867761452031111,2=0.03846153846153842,
11=0.14638844301765633,0=0.12134831460674142,9=0.11268057784911706,1=0.08603531300160507,7=0.06837881219903681,12=0.06356340288924547,2=0.05746388443017645,4=0.05746388443017645,5=0.05746388443017645,8=0.05746388443017645,10=0.05746388443017645,3=0.05714285714285703,6=0.05714285714285703,
0=0.14334354783792988,9=0.11235955056179775,1=0.09669731018045619,11=0.08171603677221649,7=0.07490636704119845,12=0.0667347633639768,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.1293837248893429,9=0.1239359891045285,1=0.0970377936670071,11=0.08239700374531829,7=0.07422540006809665,12=0.0684371807967313,2=0.060946544092611465,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
4=0.2324594257178523,0=0.10262172284644182,8=0.09288389513108603,9=0.08614232209737822,3=0.06966292134831453,1=0.06891385767790255,11=0.061922596754057396,7=0.054431960049937556,12=0.05268414481897622,2=0.04469413233458171,10=0.04469413233458171,5=0.04444444444444438,6=0.04444444444444438,
0=0.1382362955396664,9=0.11712631937351042,1=0.09193054136874357,11=0.08273748723186919,7=0.07831120190670747,12=0.0670752468505277,3=0.060946544092611465,2=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.1560192616372389,9=0.12423756019261623,1=0.09245585874799352,11=0.08154093097913312,7=0.07512038523274468,12=0.07030497592295334,6=0.05746388443017645,2=0.05714285714285703,3=0.05714285714285703,4=0.05714285714285703,5=0.05714285714285703,8=0.05714285714285703,10=0.05714285714285703,
11=0.2195332757130509,4=0.20311149524632663,8=0.07865168539325834,0=0.07497839239412266,9=0.06352636127917018,3=0.05747623163353492,1=0.05596369922212613,7=0.046888504753673226,12=0.04299913569576485,10=0.03997407087294723,6=0.039757994814174545,2=0.03867761452031111,5=0.03846153846153842,
0=0.13619339462036098,9=0.11474293496765407,1=0.09908069458631255,11=0.08443990466462371,7=0.07252298263534214,12=0.06741573033707861,2=0.060946544092611465,3=0.060946544092611465,4=0.060946544092611465,8=0.060946544092611465,5=0.06060606060606056,6=0.06060606060606056,10=0.06060606060606056,
0=0.14130064691862454,9=0.11610486891385774,1=0.09193054136874355,11=0.08171603677221649,7=0.07831120190670747,12=0.0663942798774259,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.13755532856656455,9=0.11542390194075589,1=0.09329247531494717,11=0.0837589376915219,7=0.07694926796050386,12=0.0684371807967313,3=0.060946544092611465,2=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
11=0.13108614232209742,0=0.12734082397003746,9=0.11735330836454433,1=0.08770287141073646,7=0.07053682896379515,12=0.06616729088639191,6=0.05930087390761536,4=0.05867665418227205,8=0.05680399500624209,2=0.056803995006242086,5=0.05649188514357044,3=0.05586766541822711,10=0.05586766541822711,
8=0.2696629213483147,5=0.11592217045765958,6=0.09016168813373532,4=0.06412715812551388,3=0.06166072896684027,11=0.05371334612222531,10=0.05042477391066049,0=0.04932858317347222,12=0.04932858317347222,1=0.04905453548917515,9=0.04905453548917515,2=0.048780487804878085,7=0.048780487804878085,
10=0.4751493066099809,5=0.09009009009009007,11=0.08148598036238479,6=0.07359044437696122,7=0.06407531126632252,9=0.041198501872659166,12=0.036440935317339836,2=0.03563113675473224,1=0.02277558457333739,0=0.022471910112359557,8=0.019232715861929362,4=0.019030266221277476,3=0.01882781658062559,
7=0.14544319600499378,0=0.11516853932584263,9=0.10705368289637944,1=0.08333333333333323,11=0.07303370786516843,6=0.06647940074906356,12=0.06585518102372025,10=0.06054931335830201,5=0.05836454431960039,8=0.057428214731585416,3=0.056179775280898764,2=0.05555555555555545,4=0.05555555555555545,
8=0.15034777956126255,7=0.10674157303370772,12=0.10192616372391637,0=0.1016586409844836,9=0.09149277688603523,1=0.0754414125200641,11=0.061797752808988686,3=0.05644729802033168,4=0.05430711610486885,6=0.05216693418940603,5=0.050829320492241786,10=0.04868913857677895,2=0.04815409309791325,
7=0.13258426966292117,0=0.12231139646869967,9=0.10786516853932572,1=0.08603531300160507,11=0.07897271268057775,12=0.06548956661316203,6=0.06292134831460662,4=0.05778491171749588,3=0.05746388443017645,2=0.05714285714285703,5=0.05714285714285703,8=0.05714285714285703,10=0.05714285714285703,
0=0.1348314606741573,9=0.12121212121212124,1=0.09669731018045619,11=0.07865168539325838,7=0.07524685052774935,12=0.06877766428328222,3=0.060946544092611465,2=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.1321075927817501,9=0.11950970377936672,1=0.09737827715355801,11=0.08069458631256378,7=0.07763023493360567,12=0.0684371807967313,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
5=0.3166292134831463,11=0.10247191011235954,0=0.0775280898876404,9=0.07505617977528087,1=0.06831460674157301,12=0.06134831460674154,7=0.05056179775280902,2=0.04539325842696632,10=0.04247191011235958,3=0.04022471910112362,4=0.04000000000000003,6=0.04000000000000003,8=0.04000000000000003,
8=0.3323176537802318,7=0.11750142829937145,11=0.08417444296324499,0=0.07617596648257464,12=0.06379737192915626,9=0.06303561226433052,1=0.051990097124357204,6=0.03732622357646158,10=0.035993144163016515,3=0.0348505046657779,4=0.03446962483336501,5=0.03427918491715858,2=0.034088745000952145,
